"0xb71145b1ae7531e59f06c288303328ba04ef533f89b2f439ff4418d52189f487","12176310","1617580899","2021-04-05 00:01:39","0x61910bf15fe8812bbbc9710106c4d393f25e6218","0x4fd3f9811224bf5a87bbaf002a345560c2d98d76","64.3859003837758"
"0x278ca084c5c3df7002606e0691361353a866dcac97da56afd57c6d4327448ba1","12176318","1617581056","2021-04-05 00:04:16","0x01962144d41415cca072900fe87bbe2992a99f10","0x05123fb7cea7ca872ac85d1da857a760bc0feaf6","1"
"0x9e1c90321b1cb33038f26402471174fe1704d5ec127e3f63e5c79bda84bb80b6","12176318","1617581056","2021-04-05 00:04:16","0x30d7c253edbf87a8a891d5faa2b101eb799006a0","0x01962144d41415cca072900fe87bbe2992a99f10","5"
"0x72c1d60da3d3a0f5373c61dccf048e8a58e0cafc9df4590b565ef2395280afa6","12176319","1617581072","2021-04-05 00:04:32","0x01962144d41415cca072900fe87bbe2992a99f10","0xfde166416b94c92a98966833c71c3ad3e209f8bf","20.2822185035789"
"0xa330bb14d06048120adf52b3aa77345647733775589d2b5339d81c7f40fc48e8","12176332","1617581391","2021-04-05 00:09:51","0x01962144d41415cca072900fe87bbe2992a99f10","0xdafe07ab611c37fd2263f84307b9e4555fc68fcd","4.76565017019244"
"0x0587edb214e6541f29c0821b21d29d5806d718eec0b113c88a1974d05c68cc6f","12176343","1617581593","2021-04-05 00:13:13","0x01962144d41415cca072900fe87bbe2992a99f10","0x00336cd9f823dd8b5c5741638e5038fd561f01b9","47.8044158082186"
"0x84bebc46b302b0848fa15c9c772c6fbfbb815f3810c9e19eb0d9eb351696663d","12176355","1617581825","2021-04-05 00:17:05","0x01962144d41415cca072900fe87bbe2992a99f10","0x027b4dd192e72475fc7a500b5fe988289591fc6f","3.47581144227444"
"0x1327fc2465be84bcacee68b28b39d24bf24c657e70171c6ab485b2a20e36b04e","12176355","1617581825","2021-04-05 00:17:05","0x01962144d41415cca072900fe87bbe2992a99f10","0x8d66c24fa1bb208482145e32a7d7586cc34a2e3e","6.25152720410058"
"0x1f928103194df73cc5cf36487e7b74b0096dcd0bb3495c09d4f451545d1230e1","12176355","1617581825","2021-04-05 00:17:05","0x01962144d41415cca072900fe87bbe2992a99f10","0x4df1a4f4d9a839b28e9703d23d9856f959f596ca","40.0878394820749"
"0x3d33bb9281e928c7b34cfec9e78b74d3286993dd0a45b21816c324eeb8fcf49f","12176359","1617581842","2021-04-05 00:17:22","0x01962144d41415cca072900fe87bbe2992a99f10","0x74de5d4fcbf63e00296fd95d33236b9794016631","0.690384820168621"
"0x3d33bb9281e928c7b34cfec9e78b74d3286993dd0a45b21816c324eeb8fcf49f","12176359","1617581842","2021-04-05 00:17:22","0x74de5d4fcbf63e00296fd95d33236b9794016631","0x10b6990c87ba12f953503d5455e90d0d5f157ac7","0.690384820168621"
"0x7b94e9f73f31c512366d6cb47fa09cae625f460ab5b7da2013276328f9aa0693","12176363","1617581861","2021-04-05 00:17:41","0x01962144d41415cca072900fe87bbe2992a99f10","0x51c5ef646c6ed1fe947c4d9c18d74387e916d91a","1.87395809384648"
"0x0d4f4b3b811f5b3de46daf74a1461083475c41e2fb6db96395ca05bac0296d91","12176363","1617581861","2021-04-05 00:17:41","0x4fd3f9811224bf5a87bbaf002a345560c2d98d76","0x05f89d41dc2062537c241692b915bd32a786656d","1.51207824727315"
