"HolderAddress","Balance","PendingBalanceUpdate"
"0x8f1e5a755a9033b484fca73586595a3cd78c76b2","7.18645E-13","No"
"0x20b13507f942071b4b245be88d2053013efbbcba","1.69387851219E-07","No"
"0x06964e8774b5a4c46b5de1b9d47dc709c7fde982","3.139901743818E-06","No"
"0xce9930899534331524ba41457a426044e593204c","8.277689535299E-06","No"
"0x8198dbb5430a27d764250a2aa4aa7451b4673733","0.00783938902516338","No"
"0xcdfd2aa6dc6780a49dea2934124b736317dd9a55","5.8679787887156E-05","No"
"0x835bb2c816a6e5624e6df5db0ff99eaa6be49b6c","9.9145212230487E-05","No"
"0xd2248cce8d46b194913fea9d7feb0a92f9edf275","0.496284646602853","No"
"0xd0740e7918a0d4e953692477eccdf5fcfd8e836d","0.00647092934392195","No"
"0x01962144d41415cca072900fe87bbe2992a99f10","12710.0287723828","No"
"0x693c188e40f760ecf00d2946ef45260b84fbc43e","0.0757005532638855","No"
"0x12183c39bdedc98026c87b4f98af67dea7e3edfe","70.0772644093568","No"
"0x0c17f4ac96d914e4a224f1377cba132fcd8b8ded","8.3627294328043E-05","No"
"0x816ed8214ddd761f57762c1b8bdea0d5cea33a2e","5.3295761911826E-05","No"
"0x569bb831526560bd5cfe84f2ceeee711bf2bc2d1","0.000368076128723071","No"
"0x140f5c3bc126a1d58611b48a9432d5c800f5b6ba","5.1987555863163E-05","No"
"0x650b31b7bf8d7a17c844702b078320c27109c0d5","0.228935609191293","No"
"0xc7760a7c140505b910c8d27f1044850f04718c76","6.100995954805E-06","No"
"0xc8621eb229308147d89172ae0e3c61e6342ce852","8.7544594686518E-05","No"
"0xe5a9765732e89b151867fb62c858fb42f36e8b97","0.408135286547306","No"
"0x0de061eacbfb02fde317a8fc52d01f5e2c609591","4.1724989352574E-05","No"
"0x31af59b6325240442fa980efed10b22da138a84e","9.2946930858805E-05","No"
"0xe3997f1353d9b276d591a2647ad2af103f59c051","343.145235698971","No"
"0x58f9d2c10bd2992e7084bfa80afb470b721c3e60","4.2617251288748E-05","No"
"0xa3aa5406ac128f59c70c0002b8c92b0f8540475c","5.54019757153138","No"
"0xda92e1b8f5545546965b985098f1be1edec9b9be","3.1866111797528E-05","No"
"0x883242290c34a29b9796b4022d297c88527ef2b9","7.559166267467E-06","No"
"0xeeb5cf912d415f35f77eacf28dd877a6e5dbaa0a","1.4579803859824E-05","No"
"0x8932dd957efb51c064c4849e59508d2b8869f724","7.3606277528492E-05","No"
"0xecdb7ac81ab7813e155438b6a4faabf020708ab7","9.9752617541338E-05","No"
"0x9a3080a7c7053f5983104d1fa0eb552cb9967d2b","1.7900609811969E-05","No"
"0x5d7c48b24781063b2d0504ac36d0f6f24729ec05","9.0403848974727E-05","No"
"0xcf58e9513d3144fb48154b36a9d92fc0b41c6f64","8.9930913343441E-05","No"
"0xed427fc176dc0f8ae6d2e9f82436fa6c8e9972ef","3.9589492463665E-05","No"
"0xd4309a54dae6fa29a3bec63cba6952bfd97cbce0","4.3398249135902E-05","No"
"0x3e7dd7df9c1ffd12b8ecd94a27472bdc4d87ab7e","0.000124316017794711","No"
"0xdd4060a388d21228041646f96ae44105ab84c153","0.0517116490276415","No"
"0x76af3fbaeb4c7df2f84e609735d07ecce57b67da","87.8503473426815","No"
"0x896b94f4f27f12369698c302e2049cae86936bbb","14000","No"
"0x6236f05db64101a9ea5b7ff0a1cd9d85c6cfde52","100.6","No"
"0xb792580eed6b9c8210bd7263d7889eca8e77cd21","3.4210863322267E-05","No"
"0xe9eba54c7af2ad8f3c93f69b0ec423ef01723dc5","9.9905498528379E-05","No"
"0x906a694dc015b2da7baeb8bdda54e6b65a1dccbc","6.0114168703618E-05","No"
"0x40fd72257597aa14c7231a7b1aaa29fce868f677","769.187244462588","No"
"0xcef7aa520b21c1597db6979a6aadd61be8bbd43c","160.553979473265","No"
"0x6306a0627c7fcfefd791d97f72870f79136bb62f","1120.56238426229","No"
"0xcce8d59affdd93be338fc77fa0a298c2cb65da59","117.778501668161","No"
"0xf99ccf26aad027bbd11f1ebf8392ba729a454015","0.0107460329645397","No"
"0xb9e29984fe50602e7a619662ebed4f90d93824c7","23.6190902023789","No"
"0x44c51816d2b75cbd5cf63b2c8107e6f8d9a39529","145.745059024801","No"
"0x648ad6f58367b42ba3efab45b220528e4f180437","4.2344880674798E-05","No"
"0x40f3cbc8f1a5265bfe7ee35d05f79e2828fb6120","10","No"
"0xf098c4c3c318a95ba98e108a25d8109847670e59","1.74627478059913","No"
"0x53d01d2caef359c6ce0bab2817b16e8e2e7d8ce9","9.3094881852186E-05","No"
"0xfc6b661750c460aa5e5fa4fa74ae456940a0a515","0.00550301412720334","No"
"0x4059e94f431b2c48373c3cf962b257b7a4b1dc63","0.0318372221377885","No"
"0x009e524493d6d3ed1ba9b5c643f6900f34161df9","0.124384","No"
"0x8b4ca4bd58bd015b09533718f44376c4ffdc240f","0.00375262383231784","No"
"0xf67fafb20db4de98aee41f6d18108ce169d67ebf","2","No"
"0x746e17548b63b0689e054d84a09abe1f5b70672c","4.8578742148817E-05","No"
"0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88","618.595355321663","No"
"0xfb151dc0faf5afc1a3aac60a6aa8ef3b758ee34f","0.0294621622458191","No"
"0xb7851da648e900e3696b935ceca6621de555d037","9.8424998765741E-05","No"
"0xc0f3f34dee3a1fe7ae8a70b0a1ded0e8bf230dd7","0.00521517781600571","No"
"0xea1ea22b5b1252ff05bc3dfa630381e72b87f002","0.000771092957335651","No"
"0x064915a4dd54fabca5613be602d8b904cac25610","0.033684784095143","No"
"0xfccc8e684c039f373119185cd34c5ae736bf3dff","0.000283692584664516","No"
"0x9139253e1e0c405db9a964fcf48a6ef83bea4264","0.319399271016751","No"
"0xbbffcee343edf3c0336dffc4fb1a50c03cb363b5","0.00922139432967284","No"
"0x13cf766d54ebe21ef69d6926e6df62d56c714639","81.649132239586","No"
"0x562d1588ba0a59f8a54cbd69728e7593333ac875","8","No"
"0x274f3c32c90517975e29dfc209a23f315c1e5fc7","2216.41020546368","No"
"0x8705ccfd8a6df3785217c307cbebf9b793310b94","0.108231656582882","No"
"0x345b47bfa3d61b8826a1fb4ac6f4c18cd15a6079","2.05","No"
"0xd4e8a81bfc170d703297d5a365f771abe6d0cc9d","0.00489003482577925","No"
"0x396bb3e223472af6e540770c40f9bcce616bda37","0.00108178870706059","No"
"0x14c878cf6f53b3101f7c74f9d34de0655b936f6f","6.9194423962668E-05","No"
"0xb83263eebed8ed5b0c31f7c4e209f8943198b8bb","30.4029681719215","No"
"0x057b4f0038c0b811aa40ed35da08c704b38e2ca2","500","No"
"0x57d6def06e7defd68fce26723834fecc4162681c","45.0254752210514","No"
"0x6bf09f8c8bd17d5f5428ada05057f9aabe69b64e","0.000671710630660602","No"
"0x3dd5579e96ee5eb96d1271a3e6e4eda747131444","2.7778896004477E-05","No"
"0xc3902880a2a369d3701540931ac7268cb81f2036","27.0082","No"
"0x4c39ca1177d0de3bb0a5f4d625fb6b729867833a","2","No"
"0xf93d594d455a815f84e525e5260024478bd946d1","1803.20618321077","No"
"0x4f89f621fcd1d33539f36a73509b21a4cd9c01b0","35.2909175814335","No"
"0x1fa83c25e50f4c85d03c3034cfc3c7d71a1e3411","30.65","No"
"0x652aef3987eb6b8d4d1b07398159279c92c57846","0.92","No"
"0x7ca3b16502cb7eea76f9d769e6a4ccfff6af66ab","9.852601455143E-06","No"
"0x10d1190bc995ff934dc9f3454a2ebb14e68293a7","0.000285434924832048","No"
"0xf8b317264429a80a7246ac9b5e2326e7bde760ae","0.32","No"
"0x74cef352303224d97633b736872d2a8d91dd6f59","460.537531062004","No"
"0x1f34e3eaaae2c6d4009e3bec3d505a2fa61d945a","13.2405202210104","No"
"0xd906979081fcb040f00213e86fb887a12de2c495","0.00104973","No"
"0x9fa920e86e534aed210c4ecd8093ff67d579a36c","55.7542187616261","No"
"0x139ac796da6bd4c889bfc88f0bb4d34a852604b5","17.5000233910649","No"
"0xc2f7112c58a7e79a80ab450f1aa4b602a4cccfb3","0.000693782062379474","No"
"0x714a644c698a52784f74f0a5b46cd58b4a48fc58","16.5193185110187","No"
"0x59c5238caee7f842626ddd7d1a422862e4740bcb","85.6750824759861","No"
"0x8ce6e1a223b329a76e8b5e696edc562aabb349e1","33.9818613678167","No"
"0x2bc12061c8912505978472c21d4a23db43af62aa","5.5","No"
"0xff5b1c090d0528de18e8e79a7a8945e4a8d75612","109.087018158896","No"
"0x6e5288e47e21227c7f102c6695c103e1d80effda","110.178454328682","No"
"0xeeebe672eef99c3287b0ab3dbbdc46b594ab738f","238.431373607146","No"
"0x0c9eed14d5f41bdae840cc188bae5540bc725ddf","0.0773192000661973","No"
"0x935ce66877edb57c1cdb3ca660c699fa3de73672","53.6610630274521","No"
"0xaa6ad7089a5ce90b36bd2a839acdca240f3e51c8","200","No"
"0x4f4afe12341e6c9e9628341691691dc2deb81fdf","40","No"
"0x33e7a93470ae5b27dbfe27f94ad3c1b1ff7efe5e","24.8621980175324","No"
"0xc44505d1111ec42279aede122a77cba17359438d","0.546293161363571","No"
"0x24923d57aea45648762c5fd1a9fba42a732e5483","3","No"
"0xcffa0c7c7b9b09b50711731b3c272fc52a2d19fc","10.2216362350382","No"
"0x0e5b28f75cc680192719d5498c85804b6c427493","16","No"
"0x0aa3ae4ab9854903482da1f78f1052d6bca64bbe","50.1588947064009","No"
"0xed0c9ceba58129719eb62f4786f020dd7e7e1a07","390.939815931946","No"
"0x937d36cad73587447221fad6ebc940e90c7ef981","36.1472438286748","No"
"0xb0e9ae947c0ed8e2d02f7f1aa6f0106bb4aa4caa","41.2528401033856","No"
"0x007e4e679e14f17d62607418f546e2d97d9e5a61","5.00009848609677","No"
"0xe0cba5baf9779c7d440f75eea85b92a9dfaff765","2.65727533551933","No"
"0xe2557794a70332b55cc5ee2b655b2facf7c6218d","203.744558571991","No"
"0x3c7e870ce51a3429a3d2dfc4454282a8676f2029","25.0000815416908","No"
"0xbdd08488b479245b0b98fafefbf6896fa9714026","128.727802275508","No"
"0x016e93087771b576abb556f07ad01e94b92d5564","60.9701312012261","No"
"0x2659967f736fec10e18e56c71ee2e2f7953ed48a","135.53628194209","No"
"0xb394f1aa30ba874df3ae6097bf4c2474b2d8f3ac","47.0591781180592","No"
"0xebd4f7811ae900e373aea4459e6ead8e604c1d6e","12.5942809749086","No"
"0x852f242c0aa6bd137a74face54e4943a43d6f2b7","55.2426047097781","No"
"0xc8def290228429d3bf526edf186d6276b1d45965","38.0854055186523","No"
"0x71f3320a51f14ee336cea37c9b6527b25219cfa5","46.934270887889","No"
"0x3208e03ce4bbe4229a8e33c5be5c0738291dcbf0","4","No"
"0x69956c5630236845832ed2db86f491f6ef38602b","65.998747961213","No"
"0xd6dd91144d5404d709f658b4ad4275f1d495519f","1.2079","No"
"0x3a73792bac57f01251e9a19a897599372d007363","77","No"
"0xf2cc9a8d76c8d3227219411c373d739221175026","76.0090422190107","No"
"0xfd676f40f9e85c4866db1c01e71b921a0a891b99","0.00365496923316956","No"
"0x1a3d47235d748a1aafe3e3dc392ec472a5d3ccfd","37.6355984382808","No"
"0x8b32c4500423561bf92e30845e7889aa1ce741b5","189.285955012191","No"
"0x5606a6b077ddbfa220f4de79691dfa9f18035dd5","10.0049223060973","No"
"0xe9cf53a8b7dec2b75637f0658111d2218e12900b","10.0000014764162","No"
"0xa8cf263af5739d2d4bc0c85ea0dcd9e907e78672","6.25","No"
"0x4c6244075c51f0a0f8ddde95a5095736db05583d","197.791537939937","No"
"0x2a92ae1ad3121b9686e65b890e9d304ba8562efd","211.360950729826","No"
"0x2c07f9d8d9bb52bf1f31998ee1c2a93228391f6f","0.00016739362530034","No"
"0xaa714a8ffa0350fda11b86a5a55a772721096f86","3133.74068944938","No"
"0x3d6df23670875fd61a2a71d660be799bf275cb3a","13.9070150915845","No"
"0x81d399f7564c255389c6863e34b351ff8bbae1b6","15.0085366796286","No"
"0xc91d89679fb3c21ef8337c7ec4555eaf26997f58","6.53233094062346","No"
"0xd71db81be94cba42a39ad7171b36db67b9b464c6","91.1883982689929","No"
"0xfb9e3877cb899e197a9d0484cda53e4dc1249ca6","17.5","No"
"0x1867168adf4640d3c0e49074a8ff94ba80a029b6","16.7288056646986","No"
"0x05aa3c0f063834581f41a52fd1337d391a41543a","50","No"
"0x2992102ff8b4ddf27e1bd0dbcaa83102bb069860","15.0000020543953","No"
"0x7f234c92f70b532ca63cb52d4f03bc7fb0469779","1437.17294012671","No"
"0x0a34c3e50c9f8c70d90b333f8646001fa82ade9c","10.6537803969221","No"
"0xd5bd6f24f6983c91005eaf1a230b659aedd2bdff","0.905571789303527","No"
"0x1a51aa264f36e5b31f6a63779d234b4d18b53407","3","No"
"0x077cd2f5958ab6e5e48b4bdd1404db0b542f000b","8.5","No"
"0x31edecc4fc6e6c0d3248b9a4b9e651f7e02f82c3","26.9485549078512","No"
"0xf3b877c64018c4836c0533db073f339d5c3abaa5","25.6238474544484","No"
"0x475c3edf728712510b2cadf65207254e18ee5134","29.0750514678263","No"
"0x66565c2653ebb8449e717975dabe24586e9e8b95","6.1261368165794E-05","No"
"0xb1d42d08192d8f632dac350d4f33258b80fc4a6b","0.06","No"
"0x8ab013b90e38a592e4cb858ea42d958b2ee48c5d","6000","No"
"0x5de123dc5b5fe51a06af68e1696792064b344084","113.162160595304","No"
"0xb597213032f4d5540e430a74c2c15855ffa9dcfd","9.8","No"
"0xf047d134e1cb207cb2dcd6b5cb5e1e4ece05d497","7.7565198598943E-05","No"
"0xcf746d8dd8eb24190709d637f07bdccf995ec7ed","1.88935632696424","No"
"0xe110ff5b2610c7d9a4ab42b385072bc9a519367d","1","No"
"0x231724c0064c25387a6ca81aa043c3e90676975b","119.95194208139","No"
"0xc2c69418dc8012c98db2a3b3df9e24d1a2eea510","98.2082362677711","No"
"0xf955336d98ab50dfadf885d45c733dd8093a9e39","0.0252278703022116","No"
"0xf113a8031d4c17d0d42557db49d36072ad8943f7","400","No"
"0xe4201eaeb2f31d0d8321aef77936aa403a4ccc25","34.5801319173785","No"
"0x9c0900df1ecd97d5ca973eea2377c05579e10130","30.0022166957824","No"
"0xeab4a3bd755fa6fd36831b69aa393eef969ca169","0.00377416859800142","No"
"0x77751dbf17cc682a3141749335bcbd2f5fce4f3c","6.004025","No"
"0x8a8e367728471445ffd5d5bc14b248962e47c88b","55.0054865270848","No"
"0x446a3e8dea79f232ebf35010b39578c30c8e7f94","2.30272179615058","No"
"0x8bdc6f03e295e330be893b08e3ffbfc366fe01fe","327.195829157005","No"
"0xcee63f831db08a7a16cb26516b54c8d3c2116493","1.08029890106921","No"
"0xa99403a37f8f56eb4ff7bb51c214c6c3ab0cb839","400.947186653793","No"
"0xdd975a25e176e9a121e3e99ae83ab80ef056b528","861.549292689799","No"
"0xa96af2eb3a611dbd74cc0b48f7ee4b9670a12bd6","1.6446305166365E-05","No"
"0x76f82f6b2f3c5b562d9b3e921571cb73816a6f34","60.7380403887974","No"
"0x6679716b422b90cfcad899e15e2d08f847199752","14.0205144072902","No"
"0x8860f2dd5cab736a6cc4d2612aa214548194d1cd","403.588416669323","No"
"0xc2713e7e4a827adf3677eda75dbd12d9f1c46acd","49.2781014132062","No"
"0x9ceeff7129103977fc335adf66314ed875c5ad99","213.07028227299","No"
"0xaa91fc64c276e34c1fdc39156e15a261c408b3ee","115.026570091936","No"
"0x697e12a5a856a67e09d514cb1b6f7a1d5eb6e706","4.02768457630769","No"
"0x1caaee166914bc3f7442d74d0bceff77e83f5fe6","63.5095653554577","No"
"0xb635cdff6cd24bfc249eead7eae4dda528a1b42b","0.00285283274097135","No"
"0xe946eee1ae0eb4757ae94a1f0b690a841167adf7","57.4347952035639","No"
"0xd9cc4c7b3121887647876608a58c718dfb44b447","300","No"
"0xd2c851f384956921160f6fe9ceb5b22276d13a03","0.0433531019164","No"
"0x29dccd941d6ea3c265df67102f0154be02ccab06","40.8089934170876","No"
"0xcd56a103af16169c7ed5b249c6e20c1841449fef","93.2258416075933","No"
"0x51eba413de14da735cbaa25c33346888bda87101","570","No"
"0xcc1df18c806f3d57f99b28be73891b337c4e3109","6.29744340082495","No"
"0x71c949f4482035379ad5afb84e6404679b294ab3","71.17307","No"
"0x0c3a2033577dd8b6c382fbce5d06895de305be1d","27.9521047639098","No"
"0x4e1e2b5e0c4cc71ffbc37b59c9b23d0893a52af3","0.0379460548527411","No"
"0x7bcc5a301357f0afbc4a6269ad3d4ab6aa510e1c","4.75890251234315","No"
"0xd2b3cc8ba7c3fff4ce7ff54c4473f23521347737","11.6671635441955","No"
"0x77b184fe390222f9d93d680947f2bbb4817a7576","2","No"
"0xcb2e10a47da99f6ee98108bde5db7b9e46349268","95.4785740370744","No"
"0xa9a0efc9566e2c5fa63c359a9796f88e1cef3a07","5.00059740795736","No"
"0x42953c73c428ee275df1a7c3c370c56cd3f63944","1.49194854910043","No"
"0x2139c13ed6bd0c1cd6ae388ea85b976ea0fe9d73","1.09464766393569","No"
"0xbb77b49f7fff00bd07d89c33006d8f9bce7f580b","0.82","No"
"0x6fe3b559696461bb446472a3517434f990eeefc4","9.12790231682349","No"
"0x0470ce465d77da0f6d42c0c1e7427636d676a982","8.32575491771791","No"
"0x1edd7ec7be447e2d12fe651b477d5fd1784c5029","117.5","No"
"0x82f90983fc7a2c742ae639c0a5551a66eb678f16","3.8","No"
"0x7b40db5000d0662608b3cfd0bb3796c7e529aaef","0.169162405270837","No"
"0xe0ced14b33ad773619d67cb434467d713e43bf09","3.13439763362111","No"
"0x43713a10826ef82053487d76fcc2aa697453af12","1.78500782121E-07","No"
"0x54ec0f31378c8fef5abd9ff0be137f5a1fe765ae","2.99438160637864","No"
"0xb0e4b69a018b35102dc648f81542efb88744b5ef","77.0870131771388","No"
"0x177ca251c1ffc18462a552711fdff08555b1d342","10.3827002957113","No"
"0x6df12deb0a85f17bcae0fb2e46276eaf5bf526f9","0.100009554265772","No"
"0x9fea2376333c46d4262863609092faa4e73e4387","0.830729234755654","No"
"0x37f49bad3ff4a8b60918a4b61a29199a617a9abf","10.0150462807964","No"
"0x38db9dd0178bebf024e6fa4ff39f2a8479899a35","0.0526590743646992","No"
"0x744db0e7e8b57ef9aea0550f9d08410c323ed848","633.14602838628","No"
"0x2a7fcdb11956bb338ca7a7c06e306e361133161b","10.0399042569665","No"
"0xe97cdb9b0e8a83d254725bea17f7efec19fd99ad","25","No"
"0x9e7d1876c1bc6776218cb0ce48cdc0bc7491e80f","10.551873608195","No"
"0xde330249e0cd71d25beb1a7871cedfd7f4bcc0fe","24.0549956633111","No"
"0xd2c05ed91484570995b83646f419555c6f697bfc","9.14273","No"
"0xfb565aaf503438a55f2a513611667b18578b2942","3","No"
"0x7f3cd5da54b7aaf26fe2eecdbc394bd4d05b5226","2.00000295723573","No"
"0x6573bbcd8d8aea219577512312dbfb3ccda67deb","0.0243102966950988","No"
"0x2c59470db8a9e9be9755fbd560151986d623f36a","79.7168218781413","No"
"0x5005c06d47a8814c20fe8f6b9f18807a45fa57f1","1.33901886546609","No"
"0x721d53e6465a1fe13ee3a1345c7b060aa965c591","1.70927698220897","No"
"0x9be06a9f5299752c5c56e280b2c1985267fe098a","9.65302085414307","No"
"0x76f9a8546b3e4f1b3f05fc10db3e47aec5e69264","13.3025797982854","No"
"0x0581c4e61bf96d40adba7c570b08f5c4b79ab65d","2.00290144312441","No"
"0x6e5d3d16aa57d7ce4fc55c3f93ce93c0fc7b3718","0.534952874474595","No"
"0xc58e1f8c0e95af92d6a7dc0b643055e290c022d4","20.8918660946068","No"
"0x950b4c92c0bcc5303a31ace1bacdaa0324e48c2d","3.04463730402248","No"
"0xaae3131ae7876251c85f6f16e198a6aef954085f","4.54040522903468","No"
"0x7dcdd93a07c80793fe3b131da7eda032c2b1ac21","1.6865913824722E-05","No"
"0x43c1d57932fbb68b62f3ab237ff74835f1802e42","5.40627194185829","No"
"0x002471c86e9e97d393d84bddfa7d555a7fa2917a","0.0303310046399465","No"
"0x579f943c8e0fbfc7e74caca3170d644b800c3cd1","20.3","No"
"0x9db1d7caa7621cf73d3b473f8ebd6645d2c37cd0","3.05816406131614","No"
"0x18e9e47dab0148027e2657f7f4d1a195c9bb0c57","10.6533765138921","No"
"0xf86a2d083e62a0c2c2365d8f23e1db39acb0585f","12.1127689751598","No"
"0x93a16c7d8247de6cb415e19d9bf87be27a8e9509","29.2816782262293","No"
"0x7b8fd11a49d2157d9c268481de23e3aa7167a8c1","65.0000857042292","No"
"0xbb50e9bcd8d0658d34b0a72cc42612fe404feffb","14.4164162521898","No"
"0x5edb3a936ac2560d5cfcdffd162919c6d9bec70a","42.7489078078977","No"
"0x662869bbe555c310197d17f177e23918ee97e20e","654.929184253692","No"
"0xae5dc6a90747949cb5243ef8d33d3b4f7d28051f","13.6575","No"
"0xc2dabefb7d505cbe8ea4f62263b9149de587e5d3","100","No"
"0xbeebe4cc0383536e36fb2fa01cc86042d79413b9","0.0374240323023156","No"
"0x47b093c50e6f5911240173919cfcd744b577989c","29.8307537914629","No"
"0xa0cd2eed1fec90a03dd43ee481aa36343dab0be1","10.0227883804116","No"
"0x41caa3369c80a8fba8cfd94b457da68f6e91c3e6","6","No"
"0xcfec6f9fa7aa099adabb0bcfb5e4c701795bf5e2","2","No"
"0xdbe92acad3125aaddae065e96a7107f8649bfdf9","13.7884905202976","No"
"0x7f88b00db27a500fbfa7ebc9c3caa2dea6f59d5b","41.3995818286704","No"
"0x201d2afff0e0370c647e01380129373091b43474","18.077120169264","No"
"0x3c81114760198a4b6dd21ad32e9c04cac8d2a70c","1","No"
"0x837dc41856c752e1b955c27381df768acf680bb7","33.0019755212504","No"
"0x0d21f9ef3ef9e7cf5880a183940207bf734a8538","9.08802837763482","No"
"0x765766f5350b259c8155b1b523053df5d99bf82b","0.000661961846028336","No"
"0xeb1513d25fb3a079aa384f1cb2b432eba096620f","7.00000328696302","No"
"0x3983cbe43cfa870a5ab0163c4c91ce5b14081822","35.1544028757173","No"
"0xb700c42b8b8af4307d64726cc7d1a00af1837b00","500.000643296949","No"
"0xf2fcea23be9b01656a904906bac6ca51b18f113f","0.000556316594606949","No"
"0x8643816fcc9b1248704aba82782664fd48eead05","0.000813008286980158","No"
"0xc34663f3f8de4fe36f90fd6ba758ec28415ee818","11.56","No"
"0xa7d233620eca33ac5466ab945fac86f9da8df77c","1.02410047006781","No"
"0xa330aef840a9ac64b47138cbfc5edcbfb50b7918","238.483135825182","No"
"0xc672ca592bbe196699d0a7faf778c23081263989","0.318241487368446","No"
"0xa9a252aca82744b29f9c8a588b647b1362582477","0.000975220255445249","No"
"0x16d1663a00d4d1a216e0baa84b0abc69ba35c156","13","No"
"0xffd55d121713682b27fd4ad42270461830c45a3e","0.0675532508211096","No"
"0x4096cb3325eb40203acdf41d6605317cfb1fd2a1","0.0642821516678081","No"
"0x7ef753697dbc8607162f11a96e1d4c562d86ebb5","22.8408532957286","No"
"0x8bccf3df02238b15ec30f1e2e0e31dc48acb3bf3","230","No"
"0x6960a656f684cdded2b6e3af770cd6d722677e60","267.888243501967","No"
"0x0fa1288c9eddfbcfb93f484e19bd2c7564f72368","0.1","No"
"0x5891c26c4573e13316c20064c1442f03271aea4e","20.0036434743259","No"
"0x520eae18b6d6539c0f48f245a6d147f9fdb6127b","415.718018508523","No"
"0x06bf7280c18855fc8d9817bc3e2c65afcba3e004","9.26015713031963","No"
"0x9956d982e85c9717c2448a350ee8f9a318a4d37a","11.8968724136322","No"
"0xe31ca893b9e7d221eec832416372a851ba5b0071","1E-18","No"
"0xde9b093d406bd8586a9b36b66edafe216e5b0a74","2.40723295131169","No"
"0x83ff5c3432632d0dd2c4d15bbca21ded55adfeb4","2.872810210164","No"
"0xcbafc5d3aa747893633685d8852ab24a7ff98a5a","2.31682691439E-07","No"
"0xbfb92869c102bf3abdfa466d4ccf66eac4cfb723","5.46464888520412","No"
"0x2e65442f9281ac20fb0f749f55a4741d4ae4b283","39.594555","No"
"0x20de7720b27779aeb96dfc8cafcc2764b2cb1f30","0.693589455488496","No"
"0x01eb6473764bc4bd80b8b4b9ab8c26e8b892f6c9","3.40150996047797","No"
"0xb7e4c133410f8cfcfe3b02c4b199a8a2dc8b62ab","1","No"
"0xeb30447aecca1aba2861adedda4bb54d3aae164c","202.38868153125","No"
"0x50b6b3137f4d955571dbd4fd1e0b4b894ffa4d72","1","No"
"0xebdb626c95a25f4e304336b1adcad0521a1bdca1","0.021759748186528","No"
"0xd8dc8ef0f336f8e39054eafd9041d58a9c6cefae","2.09979052180423","No"
"0x7b9cff3d29f1288f41ac1ea22c273241cc0d1a1d","4.13991333742358","No"
"0xacaba63f6bd5a0efe115ec42a82c2001acc5241e","105.118711414203","No"
"0x680c209d5c80a015861e2d0ee6b66108021a79ba","9.73305418244107","No"
"0xa6545df917c32cd5a7a8c7a1ea1a9e9917571ebe","0.764379726819705","No"
"0xe69efb645616cc108c9586e4a895daac4f700885","1.02900699970419","No"
"0xb40b711c32a9370774fd96510e158335491fe4a0","0.0335686840561471","No"
"0x61226893ad28fbe90b6e8733a01e94e9acfac7d0","5","No"
"0xc3e71db79ac1493dda7a48746946683ec1b0f0b6","3.57188531275841","No"
"0x5adb227020a39d1c0cb5ccf920b3cf76222dcda4","0.741246092155216","No"
"0x79aabf48a4171d075ccc760bf2e970fc60cf1bc7","2.00950314265257","No"
"0x0093e5f2a850268c0ca3093c7ea53731296487eb","6.64051486258079","No"
"0x8d54eb6815574bd426be06f9748d8b5b6638c61a","0.000807749074127345","No"
